Plate,Row,Column,Phenotypes.ExperimentGrowthYield,Phenotypes.GenerationTime,Phenotypes.ExperimentPopulationDoublings,Phenotypes.ExperimentBaseLine,Phenotypes.ColonySize48h
3,0,0,-0.20292973564982475,0.43462324737150304,-0.17219935961697042,0.56107940635492248,1.3346583290222611
3,0,1,-1.9692587153681878,1.1461797303361267,-0.52863786375525113,0.13259777812832851,-1.2409470624271428
3,0,2,0.008226056602794074,0.29955564233424514,-0.06042473272369886,0.28618794252139423,0.51420538258021509
3,0,3,0.095674696763293099,0.49919164577650488,-0.047101336522965997,0.3110274093936507,0.35891989494802701
3,0,4,0.2570152112257027,0.46187700522858011,-0.041217111372947812,0.44582809001289903,0.67164556722779523
3,0,5,0.28628267752358738,0.3835031128998625,-0.074356989852521593,0.62523040985098,0.50978213621069202
3,0,6,0.71506446285558667,0.095841130011355524,0.0062738186675166396,0.68569829537428717,1.1879259643697182
3,0,7,0.82428568701444505,0.12845325888852654,0.020358514900801428,0.72999714025867135,1.0925809806615021
3,0,8,0.74124657427832474,0.13868432568458511,0.018165915645152353,0.65717388076773275,1.0006600589623709
3,0,9,0.82431723228662435,0.082220860669275808,0.1267759859793034,0.25056436059056431,0.9527432351059133
3,0,10,0.83815182361328056,0.041647890859881631,0.12697429167946916,0.26346339506027938,1.0698403906720522
3,0,11,0.96506847980797517,0.067459368256957308,0.15149662972477662,0.28155595403948119,1.221169886132504
3,0,12,1.0079406484065778,0.090777868346382462,0.14072479941675464,0.37531236106546473,1.3070624985950268
3,0,13,1.0060237027536871,0.041380621408256157,0.14491470969577502,0.3525599637820811,1.2968580907597307
3,0,14,0.98621121845817683,0.08395698779182581,0.12749379288133778,0.41464018275148362,1.2958861599875995
3,0,15,1.0111783588781158,0.0096004246229801637,0.14700651457214553,0.36431267929121702,1.2730900412540294
3,0,16,1.1030958216918663,-0.06974488514162358,0.17987152646163063,0.30287538044989049,1.4132193533053368
3,0,17,1.0979274325493726,0.02709520579008684,0.142788524948263,0.45191525780147934,1.3970702781434525
3,0,18,1.0838191336108416,0.082501221871970287,0.11344539258952802,0.57556639517401287,1.4291403568225505
3,0,19,0.68597995150382474,0.1740964065983559,0.062875722568255465,0.40238768975175354,0.80399894947131756
3,0,20,0.79188457921232569,0.14016058206894133,0.072927687059904045,0.46185639575420012,0.9148235362317827
3,0,21,0.98500309768814276,0.17666081559725333,0.10943300611413553,0.49167567775040055,1.2804205924875127
3,0,22,-0.16278628876391465,0.63797137693746597,-0.12940050762330202,0.37696624049174865,0.077629410083350336
3,0,23,-0.16790784640969036,0.45070528043266966,-0.12073962964208285,0.34908799555577907,0.057980320743357794
3,0,24,0.68211157385459131,0.13635576851524034,-0.0042582352380606814,0.70104490702165378,0.9053084605590449
3,0,25,0.74692559442547335,0.087350981232256153,0.086521988203279498,0.36099664673949761,0.82977015753576921
3,0,26,0.84735187436043802,0.066233813413236753,0.088963967687056833,0.4502091581307841,0.98357300015645421
3,0,27,0.79051435916703738,0.11819831174594553,0.10167257575971167,0.33951609809197336,0.88085498873324397
3,0,28,0.74340920366670105,0.11324571594939181,0.084598608734707259,0.37026321129326512,0.85469705387228601
3,0,29,0.71725997890673909,0.11013052669509671,0.07135133693346507,0.40182550764523128,0.79157098697423223
3,0,30,0.74109954487898477,0.078022286422052112,0.09812979163121982,0.3034182394244187,0.75180580067572578
3,0,31,0.56588512488900733,0.12530058070467254,0.065201731257621631,0.27727520128998329,0.51120725516959453
3,0,32,0.62064135407984722,0.04776128999423479,0.094677527696929165,0.19656839381328339,0.61635079590587338
3,0,33,0.59902159345014994,0.019151116568742577,0.098281108680429163,0.15828042982662716,0.54583248697194975
3,0,34,0.67204803163446414,0.025097024872623663,0.11627535400394651,0.14747880727489893,0.6001472744638221
3,0,35,0.62391360193050005,0.029438720811599595,0.10779266950227706,0.1270435676100945,0.59179414714899536
3,0,36,-0.0088167212196665901,0.35068227187943801,-0.02632322607418125,0.1072643611249724,-0.15923152423390263
3,0,37,-0.24268386770912542,0.3571117334848366,-0.047649811868990088,-0.031420551306423405,-0.3713100903207831
3,0,38,-0.57322522343362436,0.63775499883599629,-0.16702838742149906,0.13946339419777765,-0.94151444817906338
3,0,39,-0.62513500511253639,0.69877156744705227,-0.14297252048075171,-0.015853731807261795,-0.95965264823230711
3,0,40,0.39851215750981339,0.20254964568161915,0.0012438164083650172,0.39295884282686266,0.53661060798696525
3,0,41,0.39770817590659391,0.16074044381626029,0.053768578106772047,0.16141793140602978,0.48860534700794034
3,0,42,0.28365303970531386,0.2944176210692766,-0.020309744454821477,0.37077299841996414,0.22707500512028034
3,0,43,0.38037492747350043,0.27326267114076375,0.030840380540114509,0.25304143703026227,0.3949588390250085
3,0,44,0.7573740209886779,0.081014758041838331,0.10871043602397812,0.29699550920609852,0.91504339269750901
3,0,45,0.62433564198848401,0.0095199050597876145,0.11058872695585897,0.14807610176907104,0.7269791945033397
