Plate,Row,Column,Phenotypes.ExperimentGrowthYield,Phenotypes.GenerationTime,Phenotypes.ExperimentPopulationDoublings,Phenotypes.ExperimentBaseLine,Phenotypes.ColonySize48h
3,0,0,-2.0289801418077431,0.85963291641747697,-0.48956036477679055,-0.20778202119007361,-1.4249903401701403
3,0,1,-2.264753482844462,0.88658824664064495,-0.53208439767472315,-0.30953863791605052,-1.587372434213087
3,0,2,-0.27218174737432932,0.23024363547403981,-0.0417945688635597,-0.093806447546832317,-0.019710841193035122
3,0,3,-0.079931410728065089,0.30831572069633495,0.03797764682016691,-0.23298801688521564,-0.25914665614301668
3,0,4,0.12955037709268424,0.24031481683671396,0.061877221215095979,-0.12175378540219661,0.16052809478808072
3,0,5,0.36372378451169496,0.22394273418288657,0.062167168369007708,0.11615889364946597,0.30505375773301679
3,0,6,0.4636180001263206,0.11388282591751642,0.052129797737281436,0.25669220443398544,0.42397345219217542
3,0,7,0.47648381050786526,0.011052028651630685,0.11519688707154518,0.026370105155869794,0.25302450365392559
3,0,8,0.5821419227982183,-0.04014426534531168,0.16108193978383678,-0.056675445436574989,0.43237982860316038
3,0,9,0.44782164341523512,-0.002374834553179106,0.12303917577235524,-0.038223694967090438,0.14849476484154778
3,0,10,0.41412054952067479,-0.02250816693394686,0.11131981697745719,-0.023968797746977799,0.19044439352508391
3,0,11,0.2639732890905897,0.047579235482360538,0.059426967406797537,0.034316217570072638,-0.046651163401211448
3,0,12,0.35668261985392391,-0.0076762861337682509,0.084072892480255845,0.029213307416945611,0.10334006788643535
3,0,13,0.50743982171107405,-0.01524451669620408,0.1360999606501383,-0.028786984922270165,0.31336857467162815
3,0,14,0.12273958140980668,0.15288745275685045,0.0026624471418812412,0.11268638548269649,-0.17455390111665992
3,0,15,0.92356883181632909,-0.15919259048523937,0.23017266350574195,0.06244406280526249,0.89579707506477391
3,0,16,1.0495113027072129,-0.12434569438856613,0.23060993546757036,0.18662891698298978,1.0690630278919571
3,0,17,0.5167427004119638,-0.047983333286156782,0.14140799551989103,-0.029696452701539755,0.33188891323407788
3,0,18,0.42173626957037413,-0.067509783374751997,0.13658697016413912,-0.10525491173329726,0.22150022644564871
3,0,19,0.52089656824663422,-0.073737387600841142,0.16748131420155632,-0.11789784636556178,0.35408948120185357
