Plate,Row,Column,Phenotypes.ExperimentGrowthYield,Phenotypes.GenerationTime,Phenotypes.ExperimentPopulationDoublings,Phenotypes.ExperimentBaseLine,Phenotypes.ColonySize48h
3,0,0,0.73908034551480739,0.054805177136734162,0.075010747824570068,0.41051644141921173,0.52168310635143555
3,0,1,0.50379998266604886,0.01555576008844417,0.031649369473737199,0.36712763769055101,0.44026848116591921
3,0,2,0.25941149751776393,0.088858483007697942,-0.051964797518941008,0.47781679615551909,0.29193080934947346
3,0,3,0.19514767717970116,0.092865865499736522,0.0079308871305179274,0.16266017787299525,-0.033452359412709853
3,0,4,0.40038182330731686,0.070331660357100034,0.04270997993723924,0.22345300754911257,0.35079611404258415
3,0,5,0.5402291546435869,-0.0695208834193215,0.13432968065316198,0.011480456352053636,0.43096227052258484
3,0,6,-0.019522668375287822,0.24224225826519374,0.020530260536980816,-0.097450838075612722,-0.15132897677814228
3,0,7,-0.099150285805567506,0.35661301131728473,-0.079762313281548813,0.20230306833337508,-0.23538105469817694
3,0,8,0.18098017226499152,-0.058837713566649352,0.085302929148624251,-0.1586943897411075,-0.039576453373285858
3,0,9,0.5514101142568073,-0.10894220034885693,0.15131224007093813,-0.041212051769495162,0.39837940611695544
3,0,10,0.55998191332050595,-0.069671036031781597,0.15296103293623942,-0.039417701423353435,0.38692072970537339
3,0,11,0.48029348042386388,-0.034336318991601278,0.11198271393497183,0.027047648386609779,0.29379830239222215
3,0,12,-0.032948729828472523,0.2767256672617977,-0.060061574482229485,0.1971761676795829,-0.17076352041996401
3,0,13,-0.10950707442696483,0.33886302380703137,-0.09908147980541937,0.27113358370881002,-0.27440560674324033
3,0,14,0.42169984946592365,-0.0052415617436105677,0.067197876678580126,0.14957029347242923,0.3008148346445374
3,0,15,0.4777152020363431,-0.017382640263530647,0.11577500410844843,0.00850714643156536,0.38961079301293466
3,0,16,0.49306832902786724,-0.045840536305123969,0.12272176850747041,-0.0054191660197808744,0.41129367636983361
3,0,17,0.361260351737414,0.044438612917351961,0.033003460269957596,0.22750513086257484,0.22362894749162265
3,0,18,0.0031868213787795696,0.246352315114855,-0.060045094979015889,0.23943301385556381,-0.20915714545974495
3,0,19,-0.051008313349353074,0.25927130873927418,-0.081860276670144838,0.27242772792518188,-0.30186837320841775
3,0,20,0.40852920389519909,0.047724246147654803,0.033669633046426561,0.27051078082618041,0.30802239204731663
3,0,21,0.19279104427331362,0.057594276192610483,-0.030579516928994188,0.31818689935778721,0.024041095893998943
3,0,22,0.4149751901973886,-0.015667372079138264,0.051775151732596836,0.196943477619687,0.17601503512371508
3,0,23,0.40838035930927319,0.045696066304310445,0.029037474076465841,0.28467834615731036,0.18057515373554267
3,0,24,-0.87786140819557801,0.40699958599834041,-0.27715650819414073,0.19434011373706461,-1.5140267794422186
3,0,25,-0.83531681865136065,0.28375158002712064,-0.22941912228683403,0.015818727404493416,-1.4821516407235222
3,0,26,0.33691044651127555,-0.021304894483887171,0.091047888301535096,-0.036586991232784527,0.20837208837713561
3,0,27,0.3414108229019881,0.033218745850331466,0.022378559921154562,0.25023267040918462,0.207101285941377
3,0,28,0.42707884162806309,0.024764919270921837,0.062683802330056437,0.16833521126338447,0.31474394291280916
3,0,29,0.35939634529403719,-0.011649410229398249,0.051971203694185064,0.14574309260847329,0.21493151289323364
3,0,30,0.32171352603816317,0.090040536088205503,0.035578385808312518,0.17622376198551493,0.10173079889350944
3,0,31,0.44872128162272418,0.077305538922438188,0.031947722711097359,0.31665034873980602,0.30798193417054165
3,0,32,0.3657051029228704,0.04846061892637854,0.040169711907366512,0.20041774741174123,0.22175788095693605
3,0,33,0.31168212957359032,0.0071145815143700553,0.039067493668535125,0.15098736370724097,0.12793789497322905
3,0,34,0.086073929922829251,0.030803999190618825,-0.014961478209499557,0.14655531168362401,-0.10761572116438245
3,0,35,0.26033531646114483,0.017542436829814267,0.025312866034447712,0.15894216250753601,0.11018511858408786
3,0,36,0.5277800701091806,-0.0020252313905753105,0.074353581337400332,0.22520812125377176,0.41788746700829904
3,0,37,0.50681262696818052,-0.027519903492169373,0.071736420529832756,0.21731095782666188,0.40670416272681464
3,0,38,0.72438311075293882,-0.020681050627275432,0.11986606400996491,0.23302902378673807,0.55420568796587943
3,0,39,0.71147197687982811,-0.045252020884598121,0.098679389555850427,0.30359214278339941,0.60011659854238886
3,0,40,0.40401886668954035,0.017062475439174829,0.011583041073185196,0.35747026759786671,0.31095911326644909
3,0,41,-0.061587578863843362,0.21682740904386177,-0.12724893854651098,0.45739709959947383,-0.36458027867929133
3,0,42,0.55196123055632285,0.1856103077197826,-0.011211013893766886,0.59941128320449089,0.39332307946772715
3,0,43,0.43881804193965124,0.039895525243231589,0.033958939736474125,0.29207392080946804,0.20154299928711339
3,0,44,0.53319812713652937,0.025760992327501508,0.0718072965539025,0.21902465258624559,0.22940459775983513
3,0,45,0.28434215680962893,-0.030780158062504892,0.091049964231685987,-0.11193131925459099,-0.026548745572728905
3,0,46,0.52220676008235856,-0.062984904113863038,0.11505876121371994,0.017448918382351408,0.26437881785652095
3,0,47,0.17326241428088807,-0.03435158147660422,0.046896878372160611,-0.042828259852040418,-0.05639912219438159
3,1,0,0.55176693485181616,0.06871090369356958,0.043336152958818541,0.36391037364581358,0.54072975065286855
3,1,1,0.0,0.0,0.0,0.0,0.0
3,1,2,-0.18493241053128884,0.016990924682919406,-0.025469534572328367,-0.073717383882957677,-0.22638658070261641
3,1,3,0.0,0.0,0.0,0.0,0.0
3,1,4,0.11989111214299086,0.030432239704738961,-0.0091131159923536487,0.14879114318492626,0.18063142265942389
3,1,5,0.0,0.0,0.0,0.0,0.0
3,1,6,-0.63816703710131861,0.28634040913494596,-0.12699297994683167,-0.16708301056132768,-0.72848853641676214
3,1,7,0.0,0.0,0.0,0.0,0.0
3,1,8,-0.00059268569395243276,-0.031184175338259124,-0.00044099800771046915,0.0086757268513153463,-0.033560009772081401
3,1,9,0.0,0.0,0.0,0.0,0.0
3,1,10,0.083596679440962163,0.010548582612317059,0.02833974748386181,-0.024750907480104445,0.035455342633106568
3,1,11,0.0,0.0,0.0,0.0,0.0
3,1,12,-0.62713927450410978,0.36511383937496822,-0.17070980849501138,0.010715100166315494,-0.67507030604686591
3,1,13,0.0,0.0,0.0,0.0,0.0
3,1,14,0.13316686797209698,-0.003160447962237356,0.033215212866271493,0.0016377801023814698,0.15453175340587677
